# 080726_strikes_seconds_pu.csv -- seconds-level per-strike ground truth for the 08.07.2026 induced-Schonhammer-strike campaign (upgrades docs/groundtruth/080726_events_{st,pu}.csv from minute-level to per-strike UTC timestamps).
# Provenance: interactive per-strike annotation (scripts/annotation_kit.py build's index.html) by the author.
# Source: /Users/stefankrummenacher/Downloads/annotation_marks_pu.csv
# Compiled: 2026-08-15 (scripts/annotation_kit.py compile-marks --csv <marks csv>, --date kept explicit for reproducibility).
# CORRECTION 2026-08-15: cross-event snippet-overlap duplicates removed by the
# minute-containment rule (mark kept only if event_start <= t <= event_end + 1.0s);
# 24 marks dropped (the +/-15 s snippet padding shows the neighbouring event's
# strikes at the snippet edge; the annotator marked them in both snippets).
session,event_id,kind,strike_no,strike_utc,confidence,notes
pu,08,vane-sweep,31,2026-07-08T12:51:10.116000+00:00,,
pu,08,vane-sweep,32,2026-07-08T12:51:10.756000+00:00,,
pu,08,vane-sweep,33,2026-07-08T12:51:11.439000+00:00,,
pu,08,vane-sweep,34,2026-07-08T12:51:14.039000+00:00,,
pu,08,vane-sweep,35,2026-07-08T12:51:14.446000+00:00,,
pu,08,vane-sweep,36,2026-07-08T12:51:14.943000+00:00,,
pu,08,vane-sweep,37,2026-07-08T12:51:19.921000+00:00,,
pu,08,vane-sweep,38,2026-07-08T12:51:20.603000+00:00,,
pu,08,vane-sweep,39,2026-07-08T12:51:21.088000+00:00,,
pu,08,vane-sweep,40,2026-07-08T12:51:23.116000+00:00,,
pu,08,vane-sweep,41,2026-07-08T12:51:23.700000+00:00,,
pu,08,vane-sweep,42,2026-07-08T12:51:24.283000+00:00,,
pu,08,vane-sweep,43,2026-07-08T12:51:26.640000+00:00,,
pu,08,vane-sweep,44,2026-07-08T12:51:27.319000+00:00,,
pu,08,vane-sweep,45,2026-07-08T12:51:27.787000+00:00,,
pu,08,vane-sweep,46,2026-07-08T12:51:59.648000+00:00,,
pu,08,vane-sweep,47,2026-07-08T12:52:00.164000+00:00,,
pu,08,vane-sweep,48,2026-07-08T12:52:00.543000+00:00,,
pu,08,vane-sweep,49,2026-07-08T12:52:04.103000+00:00,,
pu,08,vane-sweep,50,2026-07-08T12:52:04.605000+00:00,,
pu,08,vane-sweep,51,2026-07-08T12:52:05.232000+00:00,,
pu,08,vane-sweep,52,2026-07-08T12:52:07.829000+00:00,,
pu,08,vane-sweep,53,2026-07-08T12:52:08.381000+00:00,,
pu,08,vane-sweep,54,2026-07-08T12:52:08.810000+00:00,,
pu,08,vane-sweep,55,2026-07-08T12:52:12.357000+00:00,,
pu,08,vane-sweep,56,2026-07-08T12:52:12.984000+00:00,,
pu,08,vane-sweep,57,2026-07-08T12:52:13.507000+00:00,,
pu,09,plate-tur_0,1,2026-07-08T12:54:02.531000+00:00,,
pu,09,plate-tur_0,2,2026-07-08T12:54:03.124000+00:00,,
pu,09,plate-tur_0,3,2026-07-08T12:54:03.827000+00:00,,
pu,10,plate-tur_90,1,2026-07-08T12:55:01.795000+00:00,,
pu,10,plate-tur_90,2,2026-07-08T12:55:02.473000+00:00,,
pu,10,plate-tur_90,3,2026-07-08T12:55:03.006000+00:00,,
pu,11,plate-tur_180,1,2026-07-08T12:56:02.339000+00:00,,
pu,11,plate-tur_180,2,2026-07-08T12:56:02.977000+00:00,,
pu,11,plate-tur_180,3,2026-07-08T12:56:03.555000+00:00,,
pu,12,plate-tur_270,1,2026-07-08T12:57:02.221000+00:00,,
pu,12,plate-tur_270,2,2026-07-08T12:57:02.819000+00:00,,
pu,12,plate-tur_270,3,2026-07-08T12:57:03.437000+00:00,,
